,Date,Day_demand,Night_demand,Solar_exposure,Production,day_net,Storage_level_end_of_day,Storage_level_end_of_night
0,2018-12-01,86867.5,68238.0,30.7,546214.4,459346.9,198655.19092398882,130417.19092398882
1,2018-12-02,92708.75,71809.5,28.4,505292.80000000005,412584.05000000005,198658.52259934833,126849.02259934833
2,2018-12-03,96971.75,63622.25,28.0,498175.99999999994,401204.24999999994,198658.52259934833,135036.27259934833
3,2018-12-04,98099.5,60531.0,17.5,311360.0,213260.5,198658.52259934833,138127.52259934833
4,2018-12-05,90492.25,58917.25,19.2,341606.4,251114.15000000002,198658.52259934833,139741.27259934833
5,2018-12-06,86169.25,58052.25,23.1,410995.19999999995,324825.94999999995,198658.52259934833,140606.27259934833
6,2018-12-07,86568.0,56718.5,13.4,238412.8,151844.8,198658.52259934833,141940.02259934833
7,2018-12-08,80473.0,56425.75,12.5,222399.99999999997,141926.99999999997,198658.52259934833,142232.77259934833
8,2018-12-09,77873.0,56749.75,22.0,391424.0,313551.0,198658.52259934833,141908.77259934833
9,2018-12-10,90045.5,59963.75,28.9,514188.80000000005,424143.30000000005,198658.52259934833,138694.77259934833
10,2018-12-11,91503.25,61133.0,26.9,478604.80000000005,387101.55000000005,198658.52259934833,137525.52259934833
11,2018-12-12,91400.0,61864.0,30.3,539097.6,447697.6,198658.52259934833,136794.52259934833
12,2018-12-13,92642.0,62083.0,25.6,455475.19999999995,362833.19999999995,198658.52259934833,136575.52259934833
13,2018-12-14,97003.5,62790.25,21.7,386086.4,289082.9,198658.52259934833,135868.27259934833
14,2018-12-15,89952.25,61096.75,23.9,425228.80000000005,335276.55000000005,198658.52259934833,137561.77259934833
15,2018-12-16,87906.5,58551.25,0.5,8896.0,-79010.5,58551.27259934833,0.022599348332732916
16,2018-12-17,94128.0,62123.25,18.8,334489.6,240361.59999999998,198658.52259934833,136535.27259934833
17,2018-12-18,95329.5,64158.5,22.1,393203.19999999995,297873.69999999995,198658.52259934833,134500.02259934833
18,2018-12-19,98136.25,64608.75,27.0,480383.99999999994,382247.74999999994,198658.52259934833,134049.77259934833
19,2018-12-20,100899.0,67143.5,31.2,555110.4,454211.4,198658.52259934833,131515.02259934833
20,2018-12-21,106394.25,65788.0,29.8,530201.6,423807.35,198658.52259934833,132870.52259934833
21,2018-12-22,94985.0,59747.25,20.9,371852.80000000005,276867.80000000005,198658.52259934833,138911.27259934833
22,2018-12-23,77794.25,57811.25,28.1,499955.19999999995,422160.94999999995,198658.52259934833,140847.27259934833
23,2018-12-24,80218.0,53704.25,25.7,457254.4,377036.4,198658.52259934833,144954.27259934833
24,2018-12-25,69640.25,51908.0,26.4,469708.80000000005,400068.55000000005,198658.52259934833,146750.52259934833
25,2018-12-26,71656.25,55788.75,29.5,524864.0,453207.75,198658.52259934833,142869.77259934833
26,2018-12-27,81049.75,58629.5,29.7,528422.4,447372.65,198658.52259934833,140029.02259934833
